Befolkningen efter tid, statsborgerskab, alder, distrikt og køn;;;;;;
Enhed: Antal;;;;;;
;;;;all genders;Male;Female
;;;Amager Vest - Bryggen Syd;44;10;34
;;;Amager Vest - Faste Batteri;291;101;190
;;;Amager Vest - Gamle Bryggen;32;8;24
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);269;96;173
;;;Amager Vest - Kolonihavekvarteret;146;66;80
;;;Amager Vest - Sundbyvester;123;65;58
;;;Amager Vest - Sundholmsvejs kvarteret;341;122;219
;;;Amager Vest - Urbanplanen;10;5;5
;;;Amager Vest - Ørestad City;366;174;192
;;;Amager Vest - Ørestad Syd;332;164;168
;;25-29 years;København i alt;16777;7704;9073
;;;Bydel - Indre By;1787;782;1005
;;;Bydel - Østerbro;1722;738;984
;;;Bydel - Nørrebro;1985;870;1115
;;;Bydel - Vesterbro/Kongens Enghave;2627;1228;1399
;;;Bydel - Valby;1391;663;728
;;;Bydel - Vanløse;555;267;288
;;;Bydel - Brønshøj-Husum;425;216;209
;;;Bydel - Bispebjerg;1534;687;847
;;;Bydel - Amager Øst;1503;634;869
;;;Bydel - Amager Vest;3049;1515;1534
;;;Bydel - Uden for inddeling;199;104;95
;;;Lokaludvalg - Indre By;1464;630;834
;;;Lokaludvalg - Christianshavn;323;152;171
;;;Lokaludvalg - Østerbro;1722;738;984
;;;Lokaludvalg - Nørrebro;1985;870;1115
;;;Lokaludvalg - Vesterbro;1231;555;676
;;;Lokaludvalg - Kgs. Enghave;1396;673;723
;;;Lokaludvalg - Valby;1391;663;728
;;;Lokaludvalg - Vanløse;555;267;288
;;;Lokaludvalg - Brønshøj-Husum;425;216;209
;;;Lokaludvalg - Bispebjerg;1534;687;847
;;;Lokaludvalg - Amager Øst;1503;634;869
;;;Lokaludvalg - Amager Vest;3049;1515;1534
;;;Lokaludvalg - Uden for inddeling;199;104;95
;;;Indre By - Middelalderbyen;484;212;272
;;;Indre By - Metropolzonen;145;68;77
;;;Indre By - Nansensgade-kvarteret;160;74;86
;;;Indre By - Øster Farimagsgade-kvarteret;137;59;78
;;;Indre By - Østerport;77;31;46
;;;Indre By - Frederiksstaden;373;149;224
;;;Indre By - Gammelholm og Nyhavn;88;37;51
;;;Christianshavn - Neden Vandet;83;44;39
;;;Christianshavn - Oven Vandet;116;47;69
;;;Christianshavn - Holmen og Refshaleøen;124;61;63
;;;Østerbro - Nord/Komponistkvarteret;49;20;29
;;;Østerbro - Svanemøllen Syd/Øst;289;121;168
;;;Østerbro - Århusgade Nord;211;81;130
;;;Østerbro - Århusgade Syd;182;84;98
;;;Østerbro - Rosenvænget;200;87;113
;;;Østerbro - Ny Ryvang;47;29;18
;;;Østerbro - Nord;40;20;20
;;;Østerbro - Nordhavn;230;100;130
;;;Østerbro - Lyngbyvej Vest;126;57;69
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;165;69;96
;;;Østerbro - Fælled;183;70;113
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;283;112;171
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;434;169;265
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;324;125;199
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;613;296;317
;;;Nørrebro - Haraldsgade-kvarteret;331;168;163
;;;Vesterbro - Vest;241;92;149
;;;Vesterbro - Central;406;173;233
;;;Vesterbro - Øst;252;136;116
;;;Vesterbro - Syd;332;154;178
;;;Kgs. Enghave - Bavnehøj;55;26;29
;;;Kgs. Enghave - Gl. Sydhavn;318;156;162
;;;Kgs. Enghave - Holmene;1023;491;532
;;;Valby - Gl. Valby;232;97;135
;;;Valby - Syd;545;257;288
;;;Valby - Ålholm;98;48;50
;;;Valby - Valby Sydvest;452;219;233
;;;Valby - Vigerslev;64;42;22
;;;Vanløse - Jyllingevej Kvarter;106;60;46
;;;Vanløse - Jernbane Allé Kvarter;233;108;125
;;;Vanløse - Sallingvej Kvarter;141;59;82
;;;Vanløse - Grøndals Park Kvarter;75;40;35
;;;Brønshøj-Husum - Husum;99;52;47
;;;Brønshøj-Husum - Husum Nord;107;58;49
;;;Brønshøj-Husum - Tingbjerg;85;48;37
;;;Brønshøj-Husum - Brønshøj;112;48;64
;;;Brønshøj-Husum - Bellahøj;22;10;12
;;;Bispebjerg - Emdrup;79;25;54
;;;Bispebjerg- Ryparken-Lundehus;169;79;90
;;;Bispebjerg - Bispebjerg;49;25;24
;;;Bispebjerg - Utterslev;74;24;50
;;;Bispebjerg - Nordvest;1163;534;629
;;;Amager Øst - Amagerbro Øst;523;228;295
;;;Amager Øst - Sundbyøster;211;83;128
;;;Amager Øst - Villakvartererne;278;123;155
;;;Amager Øst - Nordøstamager;491;200;291
;;;Amager Vest - Amagerbro Vest;98;40;58
;;;Amager Vest - Bryggen Syd;91;34;57
;;;Amager Vest - Faste Batteri;327;164;163
;;;Amager Vest - Gamle Bryggen;84;39;45
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);145;72;73
;;;Amager Vest - Kolonihavekvarteret;155;84;71
;;;Amager Vest - Sundbyvester;208;121;87
;;;Amager Vest - Sundholmsvejs kvarteret;300;144;156
;;;Amager Vest - Urbanplanen;23;10;13
;;;Amager Vest - Ørestad City;891;418;473
;;;Amager Vest - Ørestad Syd;727;389;338
;;30-34 years;København i alt;16212;8269;7943
;;;Bydel - Indre By;1405;710;695
;;;Bydel - Østerbro;1645;809;836
;;;Bydel - Nørrebro;1818;877;941
;;;Bydel - Vesterbro/Kongens Enghave;2835;1450;1385
;;;Bydel - Valby;1405;724;681
;;;Bydel - Vanløse;544;276;268
;;;Bydel - Brønshøj-Husum;408;200;208
;;;Bydel - Bispebjerg;1322;666;656
;;;Bydel - Amager Øst;1591;833;758
;;;Bydel - Amager Vest;2979;1576;1403
;;;Bydel - Uden for inddeling;260;148;112
;;;Lokaludvalg - Indre By;1107;556;551
;;;Lokaludvalg - Christianshavn;298;154;144
;;;Lokaludvalg - Østerbro;1645;809;836
;;;Lokaludvalg - Nørrebro;1818;877;941
;;;Lokaludvalg - Vesterbro;1364;687;677
;;;Lokaludvalg - Kgs. Enghave;1471;763;708
;;;Lokaludvalg - Valby;1405;724;681
;;;Lokaludvalg - Vanløse;544;276;268
;;;Lokaludvalg - Brønshøj-Husum;408;200;208
;;;Lokaludvalg - Bispebjerg;1322;666;656
;;;Lokaludvalg - Amager Øst;1591;833;758
;;;Lokaludvalg - Amager Vest;2979;1576;1403
;;;Lokaludvalg - Uden for inddeling;260;148;112
;;;Indre By - Middelalderbyen;371;192;179
;;;Indre By - Metropolzonen;96;61;35
;;;Indre By - Nansensgade-kvarteret;131;59;72
;;;Indre By - Øster Farimagsgade-kvarteret;119;51;68
;;;Indre By - Østerport;75;38;37
;;;Indre By - Frederiksstaden;226;110;116
;;;Indre By - Gammelholm og Nyhavn;89;45;44
;;;Christianshavn - Neden Vandet;102;48;54
;;;Christianshavn - Oven Vandet;115;56;59
;;;Christianshavn - Holmen og Refshaleøen;81;50;31
;;;Østerbro - Nord/Komponistkvarteret;49;18;31
;;;Østerbro - Svanemøllen Syd/Øst;274;137;137
;;;Østerbro - Århusgade Nord;187;91;96
;;;Østerbro - Århusgade Syd;193;94;99
;;;Østerbro - Rosenvænget;151;73;78
;;;Østerbro - Ny Ryvang;33;18;15
;;;Østerbro - Nord;69;31;38
;;;Østerbro - Nordhavn;222;110;112
;;;Østerbro - Lyngbyvej Vest;137;66;71
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;178;93;85
;;;Østerbro - Fælled;152;78;74
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;304;148;156
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;393;173;220
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;356;173;183
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;553;282;271
;;;Nørrebro - Haraldsgade-kvarteret;212;101;111
;;;Vesterbro - Vest;400;167;233
;;;Vesterbro - Central;436;223;213
;;;Vesterbro - Øst;210;112;98
;;;Vesterbro - Syd;318;185;133
;;;Kgs. Enghave - Bavnehøj;52;24;28
;;;Kgs. Enghave - Gl. Sydhavn;294;139;155
;;;Kgs. Enghave - Holmene;1125;600;525
;;;Valby - Gl. Valby;256;131;125
;;;Valby - Syd;504;258;246
;;;Valby - Ålholm;108;51;57
;;;Valby - Valby Sydvest;464;246;218
;;;Valby - Vigerslev;73;38;35
;;;Vanløse - Jyllingevej Kvarter;113;60;53
;;;Vanløse - Jernbane Allé Kvarter;239;120;119
;;;Vanløse - Sallingvej Kvarter;133;65;68
;;;Vanløse - Grøndals Park Kvarter;59;31;28
;;;Brønshøj-Husum - Husum;122;64;58
;;;Brønshøj-Husum - Husum Nord;94;54;40
;;;Brønshøj-Husum - Tingbjerg;56;21;35
;;;Brønshøj-Husum - Brønshøj;110;51;59
;;;Brønshøj-Husum - Bellahøj;26;10;16
;;;Bispebjerg - Emdrup;41;19;22
;;;Bispebjerg- Ryparken-Lundehus;92;42;50
;;;Bispebjerg - Bispebjerg;46;26;20
;;;Bispebjerg - Utterslev;72;33;39
;;;Bispebjerg - Nordvest;1071;546;525
;;;Amager Øst - Amagerbro Øst;548;277;271
;;;Amager Øst - Sundbyøster;257;130;127
;;;Amager Øst - Villakvartererne;232;131;101
;;;Amager Øst - Nordøstamager;554;295;259
;;;Amager Vest - Amagerbro Vest;136;63;73
;;;Amager Vest - Bryggen Syd;156;77;79
;;;Amager Vest - Faste Batteri;212;112;100
;;;Amager Vest - Gamle Bryggen;126;61;65
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);128;63;65
;;;Amager Vest - Kolonihavekvarteret;99;59;40
;;;Amager Vest - Sundbyvester;183;101;82
;;;Amager Vest - Sundholmsvejs kvarteret;262;136;126
;;;Amager Vest - Urbanplanen;29;9;20
;;;Amager Vest - Ørestad City;825;447;378
;;;Amager Vest - Ørestad Syd;823;448;375
;;35-39 years;København i alt;11621;6113;5508
;;;Bydel - Indre By;962;483;479
;;;Bydel - Østerbro;1185;598;587
;;;Bydel - Nørrebro;1196;633;563
;;;Bydel - Vesterbro/Kongens Enghave;1938;1039;899
;;;Bydel - Valby;1060;565;495
;;;Bydel - Vanløse;421;224;197
;;;Bydel - Brønshøj-Husum;494;262;232
;;;Bydel - Bispebjerg;937;504;433
;;;Bydel - Amager Øst;1126;577;549
;;;Bydel - Amager Vest;2131;1125;1006
;;;Bydel - Uden for inddeling;171;103;68
;;;Lokaludvalg - Indre By;759;380;379
;;;Lokaludvalg - Christianshavn;203;103;100
;;;Lokaludvalg - Østerbro;1185;598;587
;;;Lokaludvalg - Nørrebro;1196;633;563
;;;Lokaludvalg - Vesterbro;1020;544;476
;;;Lokaludvalg - Kgs. Enghave;918;495;423
;;;Lokaludvalg - Valby;1060;565;495
;;;Lokaludvalg - Vanløse;421;224;197
;;;Lokaludvalg - Brønshøj-Husum;494;262;232
;;;Lokaludvalg - Bispebjerg;937;504;433
;;;Lokaludvalg - Amager Øst;1126;577;549
;;;Lokaludvalg - Amager Vest;2131;1125;1006
;;;Lokaludvalg - Uden for inddeling;171;103;68
;;;Indre By - Middelalderbyen;251;124;127
;;;Indre By - Metropolzonen;46;23;23
;;;Indre By - Nansensgade-kvarteret;88;39;49
;;;Indre By - Øster Farimagsgade-kvarteret;104;54;50
;;;Indre By - Østerport;66;32;34
;;;Indre By - Frederiksstaden;132;68;64
;;;Indre By - Gammelholm og Nyhavn;72;40;32
;;;Christianshavn - Neden Vandet;73;45;28
;;;Christianshavn - Oven Vandet;83;40;43
;;;Christianshavn - Holmen og Refshaleøen;47;18;29
;;;Østerbro - Nord/Komponistkvarteret;48;24;24
;;;Østerbro - Svanemøllen Syd/Øst;149;78;71
;;;Østerbro - Århusgade Nord;140;75;65
;;;Østerbro - Århusgade Syd;128;71;57
;;;Østerbro - Rosenvænget;111;47;64
;;;Østerbro - Ny Ryvang;22;8;14
;;;Østerbro - Nord;58;28;30
;;;Østerbro - Nordhavn;200;99;101
;;;Østerbro - Lyngbyvej Vest;84;49;35
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;126;59;67
;;;Østerbro - Fælled;119;60;59
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;229;122;107
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;261;144;117
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;268;127;141
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;322;176;146
;;;Nørrebro - Haraldsgade-kvarteret;116;64;52
;;;Vesterbro - Vest;305;142;163
;;;Vesterbro - Central;333;184;149
;;;Vesterbro - Øst;168;107;61
;;;Vesterbro - Syd;214;111;103
;;;Kgs. Enghave - Bavnehøj;40;21;19
;;;Kgs. Enghave - Gl. Sydhavn;171;81;90
;;;Kgs. Enghave - Holmene;707;393;314
;;;Valby - Gl. Valby;165;97;68
;;;Valby - Syd;382;196;186
;;;Valby - Ålholm;99;56;43
;;;Valby - Valby Sydvest;315;171;144
;;;Valby - Vigerslev;99;45;54
;;;Vanløse - Jyllingevej Kvarter;101;64;37
;;;Vanløse - Jernbane Allé Kvarter;167;90;77
;;;Vanløse - Sallingvej Kvarter;114;51;63
;;;Vanløse - Grøndals Park Kvarter;39;19;20
;;;Brønshøj-Husum - Husum;190;104;86
;;;Brønshøj-Husum - Husum Nord;120;68;52
;;;Brønshøj-Husum - Tingbjerg;53;25;28
;;;Brønshøj-Husum - Brønshøj;100;46;54
;;;Brønshøj-Husum - Bellahøj;31;19;12
;;;Bispebjerg - Emdrup;62;35;27
;;;Bispebjerg- Ryparken-Lundehus;71;42;29
;;;Bispebjerg - Bispebjerg;51;27;24
;;;Bispebjerg - Utterslev;79;41;38
;;;Bispebjerg - Nordvest;674;359;315
;;;Amager Øst - Amagerbro Øst;394;212;182
;;;Amager Øst - Sundbyøster;190;96;94
;;;Amager Øst - Villakvartererne;198;93;105
;;;Amager Øst - Nordøstamager;344;176;168
;;;Amager Vest - Amagerbro Vest;85;38;47
;;;Amager Vest - Bryggen Syd;130;60;70
;;;Amager Vest - Faste Batteri;164;93;71
;;;Amager Vest - Gamle Bryggen;111;61;50
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);79;39;40
;;;Amager Vest - Kolonihavekvarteret;90;48;42
;;;Amager Vest - Sundbyvester;171;91;80
;;;Amager Vest - Sundholmsvejs kvarteret;189;91;98
;;;Amager Vest - Urbanplanen;35;15;20
;;;Amager Vest - Ørestad City;453;252;201
;;;Amager Vest - Ørestad Syd;624;337;287
;;40-44 years;København i alt;7301;4011;3290
;;;Bydel - Indre By;671;357;314
;;;Bydel - Østerbro;820;431;389
;;;Bydel - Nørrebro;700;378;322
;;;Bydel - Vesterbro/Kongens Enghave;1176;646;530
;;;Bydel - Valby;624;354;270
;;;Bydel - Vanløse;303;170;133
;;;Bydel - Brønshøj-Husum;407;239;168
;;;Bydel - Bispebjerg;559;338;221
;;;Bydel - Amager Øst;704;355;349
;;;Bydel - Amager Vest;1255;680;575
;;;Bydel - Uden for inddeling;82;63;19
;;;Lokaludvalg - Indre By;527;285;242
;;;Lokaludvalg - Christianshavn;144;72;72
;;;Lokaludvalg - Østerbro;820;431;389
;;;Lokaludvalg - Nørrebro;700;378;322
;;;Lokaludvalg - Vesterbro;670;377;293
;;;Lokaludvalg - Kgs. Enghave;506;269;237
;;;Lokaludvalg - Valby;624;354;270
;;;Lokaludvalg - Vanløse;303;170;133
;;;Lokaludvalg - Brønshøj-Husum;407;239;168
;;;Lokaludvalg - Bispebjerg;559;338;221
;;;Lokaludvalg - Amager Øst;704;355;349
;;;Lokaludvalg - Amager Vest;1255;680;575
;;;Lokaludvalg - Uden for inddeling;82;63;19
;;;Indre By - Middelalderbyen;116;72;44
;;;Indre By - Metropolzonen;53;30;23
;;;Indre By - Nansensgade-kvarteret;90;55;35
;;;Indre By - Øster Farimagsgade-kvarteret;82;35;47
;;;Indre By - Østerport;54;24;30
;;;Indre By - Frederiksstaden;75;38;37
;;;Indre By - Gammelholm og Nyhavn;57;31;26
;;;Christianshavn - Neden Vandet;52;25;27
;;;Christianshavn - Oven Vandet;53;30;23
;;;Christianshavn - Holmen og Refshaleøen;39;17;22
;;;Østerbro - Nord/Komponistkvarteret;39;13;26
;;;Østerbro - Svanemøllen Syd/Øst;90;46;44
;;;Østerbro - Århusgade Nord;79;42;37
;;;Østerbro - Århusgade Syd;78;41;37
;;;Østerbro - Rosenvænget;83;44;39
;;;Østerbro - Ny Ryvang;21;9;12
;;;Østerbro - Nord;66;32;34
;;;Østerbro - Nordhavn;144;78;66
;;;Østerbro - Lyngbyvej Vest;54;34;20
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;72;40;32
;;;Østerbro - Fælled;94;52;42
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;149;86;63
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;177;89;88
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;140;77;63
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;156;87;69
;;;Nørrebro - Haraldsgade-kvarteret;78;39;39
;;;Vesterbro - Vest;225;112;113
;;;Vesterbro - Central;212;120;92
;;;Vesterbro - Øst;111;73;38
;;;Vesterbro - Syd;122;72;50
;;;Kgs. Enghave - Bavnehøj;31;14;17
;;;Kgs. Enghave - Gl. Sydhavn;108;54;54
;;;Kgs. Enghave - Holmene;367;201;166
;;;Valby - Gl. Valby;104;48;56
;;;Valby - Syd;217;129;88
;;;Valby - Ålholm;65;35;30
;;;Valby - Valby Sydvest;168;105;63
;;;Valby - Vigerslev;70;37;33
;;;Vanløse - Jyllingevej Kvarter;97;57;40
;;;Vanløse - Jernbane Allé Kvarter;103;58;45
;;;Vanløse - Sallingvej Kvarter;72;38;34
;;;Vanløse - Grøndals Park Kvarter;31;17;14
;;;Brønshøj-Husum - Husum;134;77;57
;;;Brønshøj-Husum - Husum Nord;118;71;47
;;;Brønshøj-Husum - Tingbjerg;58;34;24
;;;Brønshøj-Husum - Brønshøj;77;45;32
;;;Brønshøj-Husum - Bellahøj;20;12;8
;;;Bispebjerg - Emdrup;33;19;14
;;;Bispebjerg- Ryparken-Lundehus;49;26;23
;;;Bispebjerg - Bispebjerg;47;30;17
;;;Bispebjerg - Utterslev;63;40;23
;;;Bispebjerg - Nordvest;367;223;144
;;;Amager Øst - Amagerbro Øst;226;117;109
;;;Amager Øst - Sundbyøster;124;55;69
;;;Amager Øst - Villakvartererne;160;84;76
;;;Amager Øst - Nordøstamager;194;99;95
;;;Amager Vest - Amagerbro Vest;68;36;32
;;;Amager Vest - Bryggen Syd;91;41;50
;;;Amager Vest - Faste Batteri;81;43;38
;;;Amager Vest - Gamle Bryggen;88;35;53
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);54;32;22
;;;Amager Vest - Kolonihavekvarteret;65;37;28
;;;Amager Vest - Sundbyvester;120;60;60
;;;Amager Vest - Sundholmsvejs kvarteret;98;52;46
;;;Amager Vest - Urbanplanen;27;15;12
;;;Amager Vest - Ørestad City;222;135;87
;;;Amager Vest - Ørestad Syd;341;194;147
;;45-49 years;København i alt;4904;2723;2181
;;;Bydel - Indre By;517;268;249
;;;Bydel - Østerbro;627;314;313
;;;Bydel - Nørrebro;411;236;175
;;;Bydel - Vesterbro/Kongens Enghave;745;412;333
;;;Bydel - Valby;415;233;182
;;;Bydel - Vanløse;235;123;112
;;;Bydel - Brønshøj-Husum;323;202;121
;;;Bydel - Bispebjerg;332;207;125
;;;Bydel - Amager Øst;438;238;200
;;;Bydel - Amager Vest;792;437;355
;;;Bydel - Uden for inddeling;69;53;16
;;;Lokaludvalg - Indre By;416;214;202
;;;Lokaludvalg - Christianshavn;101;54;47
;;;Lokaludvalg - Østerbro;627;314;313
;;;Lokaludvalg - Nørrebro;411;236;175
;;;Lokaludvalg - Vesterbro;465;268;197
;;;Lokaludvalg - Kgs. Enghave;280;144;136
;;;Lokaludvalg - Valby;415;233;182
;;;Lokaludvalg - Vanløse;235;123;112
;;;Lokaludvalg - Brønshøj-Husum;323;202;121
;;;Lokaludvalg - Bispebjerg;332;207;125
;;;Lokaludvalg - Amager Øst;438;238;200
;;;Lokaludvalg - Amager Vest;792;437;355
;;;Lokaludvalg - Uden for inddeling;69;53;16
;;;Indre By - Middelalderbyen;107;54;53
;;;Indre By - Metropolzonen;44;24;20
;;;Indre By - Nansensgade-kvarteret;48;29;19
;;;Indre By - Øster Farimagsgade-kvarteret;57;22;35
;;;Indre By - Østerport;54;31;23
;;;Indre By - Frederiksstaden;58;30;28
;;;Indre By - Gammelholm og Nyhavn;48;24;24
;;;Christianshavn - Neden Vandet;41;21;20
;;;Christianshavn - Oven Vandet;33;17;16
;;;Christianshavn - Holmen og Refshaleøen;27;16;11
;;;Østerbro - Nord/Komponistkvarteret;28;20;8
;;;Østerbro - Svanemøllen Syd/Øst;69;36;33
;;;Østerbro - Århusgade Nord;55;25;30
;;;Østerbro - Århusgade Syd;77;37;40
;;;Østerbro - Rosenvænget;84;45;39
;;;Østerbro - Ny Ryvang;17;9;8
;;;Østerbro - Nord;44;20;24
;;;Østerbro - Nordhavn;104;49;55
;;;Østerbro - Lyngbyvej Vest;28;11;17
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;48;27;21
;;;Østerbro - Fælled;73;35;38
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;96;63;33
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;93;53;40
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;83;49;34
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;94;49;45
;;;Nørrebro - Haraldsgade-kvarteret;45;22;23
;;;Vesterbro - Vest;148;87;61
;;;Vesterbro - Central;167;88;79
;;;Vesterbro - Øst;76;43;33
;;;Vesterbro - Syd;74;50;24
;;;Kgs. Enghave - Bavnehøj;9;7;2
;;;Kgs. Enghave - Gl. Sydhavn;81;35;46
;;;Kgs. Enghave - Holmene;190;102;88
;;;Valby - Gl. Valby;59;37;22
;;;Valby - Syd;133;61;72
;;;Valby - Ålholm;67;37;30
;;;Valby - Valby Sydvest;104;66;38
;;;Valby - Vigerslev;52;32;20
;;;Vanløse - Jyllingevej Kvarter;91;48;43
;;;Vanløse - Jernbane Allé Kvarter;79;38;41
;;;Vanløse - Sallingvej Kvarter;54;30;24
;;;Vanløse - Grøndals Park Kvarter;11;7;4
;;;Brønshøj-Husum - Husum;127;81;46
;;;Brønshøj-Husum - Husum Nord;87;51;36
;;;Brønshøj-Husum - Tingbjerg;35;18;17
;;;Brønshøj-Husum - Brønshøj;58;38;20
;;;Brønshøj-Husum - Bellahøj;16;14;2
;;;Bispebjerg - Emdrup;26;13;13
;;;Bispebjerg- Ryparken-Lundehus;32;19;13
;;;Bispebjerg - Bispebjerg;44;25;19
;;;Bispebjerg - Utterslev;39;22;17
;;;Bispebjerg - Nordvest;191;128;63
;;;Amager Øst - Amagerbro Øst;138;66;72
;;;Amager Øst - Sundbyøster;71;43;28
;;;Amager Øst - Villakvartererne;112;72;40
;;;Amager Øst - Nordøstamager;117;57;60
;;;Amager Vest - Amagerbro Vest;40;20;20
;;;Amager Vest - Bryggen Syd;56;28;28
;;;Amager Vest - Faste Batteri;42;23;19
;;;Amager Vest - Gamle Bryggen;52;32;20
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);23;13;10
;;;Amager Vest - Kolonihavekvarteret;59;35;24
;;;Amager Vest - Sundbyvester;108;60;48
;;;Amager Vest - Sundholmsvejs kvarteret;71;45;26
;;;Amager Vest - Urbanplanen;13;7;6
;;;Amager Vest - Ørestad City;108;57;51
;;;Amager Vest - Ørestad Syd;220;117;103
;;50-54 years;København i alt;3353;1972;1381
;;;Bydel - Indre By;435;249;186
;;;Bydel - Østerbro;446;241;205
;;;Bydel - Nørrebro;270;161;109
;;;Bydel - Vesterbro/Kongens Enghave;530;302;228
;;;Bydel - Valby;268;144;124
;;;Bydel - Vanløse;140;94;46
;;;Bydel - Brønshøj-Husum;189;108;81
;;;Bydel - Bispebjerg;228;140;88
;;;Bydel - Amager Øst;305;194;111
;;;Bydel - Amager Vest;485;295;190
;;;Bydel - Uden for inddeling;57;44;13
;;;Lokaludvalg - Indre By;360;207;153
;;;Lokaludvalg - Christianshavn;75;42;33
;;;Lokaludvalg - Østerbro;446;241;205
;;;Lokaludvalg - Nørrebro;270;161;109
;;;Lokaludvalg - Vesterbro;330;192;138
;;;Lokaludvalg - Kgs. Enghave;200;110;90
;;;Lokaludvalg - Valby;268;144;124
;;;Lokaludvalg - Vanløse;140;94;46
;;;Lokaludvalg - Brønshøj-Husum;189;108;81
;;;Lokaludvalg - Bispebjerg;228;140;88
;;;Lokaludvalg - Amager Øst;305;194;111
;;;Lokaludvalg - Amager Vest;485;295;190
;;;Lokaludvalg - Uden for inddeling;57;44;13
;;;Indre By - Middelalderbyen;98;55;43
;;;Indre By - Metropolzonen;30;20;10
;;;Indre By - Nansensgade-kvarteret;43;26;17
;;;Indre By - Øster Farimagsgade-kvarteret;46;27;19
;;;Indre By - Østerport;36;19;17
;;;Indre By - Frederiksstaden;64;37;27
;;;Indre By - Gammelholm og Nyhavn;43;23;20
;;;Christianshavn - Neden Vandet;17;12;5
;;;Christianshavn - Oven Vandet;36;19;17
;;;Christianshavn - Holmen og Refshaleøen;22;11;11
;;;Østerbro - Nord/Komponistkvarteret;21;12;9
;;;Østerbro - Svanemøllen Syd/Øst;46;26;20
;;;Østerbro - Århusgade Nord;33;19;14
;;;Østerbro - Århusgade Syd;68;38;30
;;;Østerbro - Rosenvænget;49;26;23
;;;Østerbro - Ny Ryvang;18;13;5
;;;Østerbro - Nord;41;15;26
;;;Østerbro - Nordhavn;82;50;32
;;;Østerbro - Lyngbyvej Vest;11;6;5
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;30;12;18
;;;Østerbro - Fælled;47;24;23
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;62;38;24
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;70;41;29
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;44;30;14
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;51;29;22
;;;Nørrebro - Haraldsgade-kvarteret;43;23;20
;;;Vesterbro - Vest;89;50;39
;;;Vesterbro - Central;119;60;59
;;;Vesterbro - Øst;56;37;19
;;;Vesterbro - Syd;66;45;21
;;;Kgs. Enghave - Bavnehøj;15;4;11
;;;Kgs. Enghave - Gl. Sydhavn;55;32;23
;;;Kgs. Enghave - Holmene;130;74;56
;;;Valby - Gl. Valby;48;27;21
;;;Valby - Syd;100;51;49
;;;Valby - Ålholm;41;22;19
;;;Valby - Valby Sydvest;49;28;21
;;;Valby - Vigerslev;30;16;14
;;;Vanløse - Jyllingevej Kvarter;53;32;21
;;;Vanløse - Jernbane Allé Kvarter;42;29;13
;;;Vanløse - Sallingvej Kvarter;31;23;8
;;;Vanløse - Grøndals Park Kvarter;14;10;4
;;;Brønshøj-Husum - Husum;74;46;28
;;;Brønshøj-Husum - Husum Nord;59;34;25
;;;Brønshøj-Husum - Tingbjerg;16;8;8
;;;Brønshøj-Husum - Brønshøj;32;17;15
;;;Brønshøj-Husum - Bellahøj;8;3;5
;;;Bispebjerg - Emdrup;17;9;8
;;;Bispebjerg- Ryparken-Lundehus;29;17;12
;;;Bispebjerg - Bispebjerg;25;14;11
;;;Bispebjerg - Utterslev;29;19;10
